url,name,category,what_you_learn,skills,language,instructors,content
https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,Microsoft PL-300 Exam Preparation and Practice,Data Science,"Prepare the data with Power BI.
Prepare the data with Power BI.
Model, visualize, and analyze the data in Power BI.
Model, visualize, and analyze the data in Power BI.
How to deploy and maintain Power BI assets.
How to deploy and maintain Power BI assets.
NEW [optional] Generative AI for Power BI.
NEW [optional] Generative AI for Power BI.","Data Visualization Software, Interactive Data Visualization, Data Presentation, Microsoft Azure, Data Modeling, Data Analysis, Test Planning, Data Transformation, Power BI, Data Manipulation, Data Cleansing, Microsoft Copilot, Data Import/Export, Microsoft Power Platform, Performance Tuning",English,['microsoft'],"This course forms part of the Microsoft Power BI Analyst Professional Certificate. This Professional Certificate consists of a series of courses that offer a good starting point for a career in data analysis using Microsoft Power BI.This course will help you prepare for the Microsoft PL-300 exam. In this course, you’ll refresh your knowledge of all the key areas assessed in the Microsoft-certified Exam PL-300: Microsoft Power BI Data Analyst. 
  
In addition, you will prepare for the certification exam by taking a mock exam with a similar format and content as in the Microsoft PL-300 exam. 
 
You’ll also get tips and tricks, testing strategies, useful resources, and information on how to sign up for the Microsoft PL-300 proctored exam.

This course is a great way to prepare for the Microsoft PL-300 exam. By passing the PL-300 exam, you’ll earn the Microsoft Power BI Data Analyst certification. Earning a Microsoft Certification is globally recognized evidence of real-world skills. 

After completing this course, you'll be able to:  
●	Prepare the data 
●	Model the data  
●	Visualize and analyze the data  
●	Deploy and maintain assets"
https://www.coursera.org/learn/microsoft-planner-essential-training-for-managing-projects,Microsoft Planner - Essential Training for Managing Projects,Business,"Create plans, assign tasks, track progress, and integrate with Microsoft 365 to boost team collaboration and productivity.
Create plans, assign tasks, track progress, and integrate with Microsoft 365 to boost team collaboration and productivity.","Productivity, Collaborative Software, Productivity Software, Leadership and Management, Project Management, Project Implementation, Business Software, Project Coordination, Workflow Management, Project Planning, Calendar Management, Microsoft 365, Data Management, Project Management Software",English,['keith-gibson'],"Master Microsoft Planner and revolutionize how you manage projects and teams. This hands-on course empowers learners to rapidly begin to take control of their productivity using Microsoft Planner —part of the Microsoft 365 suite— through practical, bite-sized lessons and real-world applications.Microsoft Planner is used by over 1 million organizations globally to streamline task management and team collaboration. 
- With hybrid work on the rise, mastering Planner is a must-have skill for professionals managing distributed teams and complex workflows.

Project management skills are among the top 5 most in-demand competencies across industries and learning Microsoft Planner can help you: 
- Improve team coordination and task visibility
- Save up to 30% of time spent on manual tracking
- Enhance your resume with a recognized Microsoft 365 skill

What You’ll Learn
- Build and manage plans with buckets and tasks
- Track progress using Planner’s visual views
- Integrate Planner with Outlook, Teams, and To Do

What Makes This Course Unique
✅ Fast-track learning: Complete in under 3 hours with lots of opportunity for practice
✅ Real-world practice: Includes quizzes and assignments for each module
✅ Seamless integration: Learn how Planner connects with other Microsoft 365 tools
✅ Beginner-friendly: No prior project management experience required
✅ Portfolio-ready: Final assessment to showcase your skills

Who Should Take This Course
-Project coordinators and team leads
-Business professionals managing multiple priorities
-Students and job seekers wanting to boost productivity
-Anyone using Microsoft 365 for work or study

Ready to take control of your projects and boost your productivity? Enroll now and become a confident Microsoft Planner user in just a few hours."
https://www.coursera.org/learn/microsoft-power-platform-extend-the-user-experience,Microsoft Power Platform: Extend the user experience,Information Technology,"Understand Power Platform fundamentals and their business impact.
Understand Power Platform fundamentals and their business impact.
Build responsive Canvas apps using Copilot and customize Power Pages with AI tools.
Build responsive Canvas apps using Copilot and customize Power Pages with AI tools.
Develop custom apps (Canvas/Model-Driven) using PCF and wireframes.
Develop custom apps (Canvas/Model-Driven) using PCF and wireframes.","Security Controls, Business Process Automation, Responsive Web Design, Data Management, Cloud Applications, Microsoft Power Platform, No-Code Development, UI Components, Role-Based Access Control (RBAC), Generative AI, Application Development",English,['~126164860'],"Power Platform App Development: Fundamentals and Power Apps introduces learners to the core components of the Microsoft Power Platform, focusing on building applications. It is the first course in the Exam Prep PL-400: Microsoft Certified Power Platform Developer Associate specialization.This course covers Power Platform fundamentals, Microsoft Power Apps (Canvas and Model-Driven), and Power Pages. You'll learn to build responsive apps, use Copilot for app creation, explore AI features, and work with the Power Apps Component Framework. Topics also include managing app versions, sharing, creating custom Dataverse tables, and configuring app components.

This course is structured into two modules, each containing Lessons and Video Lectures. Learners will engage with approximately 5:00-6:00 hours of video content, covering both theoretical concepts and hands-on practice. Each module is supplemented with quizzes to assess learners' understanding and reinforce key concepts.

Course Modules: 

Module 1: Microsoft Power Platform Fundamentals
Module 2: Microsoft Power Apps – Building and Securing Custom Applications

Minimum 1–2 years of experience in developing solutions using Microsoft Power Platform, including Power Apps, Power Automate, and Dataverse. Candidates with a basic understanding of Power Platform components and Microsoft Dataverse can take this course to prepare for the PL-400 certification exam.

By the end of this course, a learner will be able to:

- Understand Power Platform fundamentals and their business impact.

- Build responsive Canvas apps using Copilot and customize Power Pages with AI tools.

- Develop custom apps (Canvas/Model-Driven) using PCF and wireframes.

- Secure, manage, and configure model-driven apps with forms, charts, and dashboards."
https://www.coursera.org/learn/microsoft-power-platform-fundamentals,Microsoft Power Platform Fundamentals,Information Technology,"How to create simple apps, visualize data, automate a business process and build a chatbot
How to create simple apps, visualize data, automate a business process and build a chatbot
How to describe the business value of Power Platform
How to describe the business value of Power Platform
How to identify the core components of Power Platform and how to demonstrate the capabilities of Power BI
How to identify the core components of Power Platform and how to demonstrate the capabilities of Power BI
How to describe the capabilities of Power Apps, and how to demonstrate the business value of Power Virtual Agents
How to describe the capabilities of Power Apps, and how to demonstrate the business value of Power Virtual Agents","No-Code Development, Data Analysis Software, Workflow Management, Customer Engagement, Dashboard, Data Analysis, Microsoft Power Automate/Flow, Business Process Automation, Microsoft 365, Power BI, Business Process, Application Design, Microsoft Power Platform, Data Integration, Data Visualization",English,['microsoft'],"In this course, you will learn the business value and product capabilities of Power Platform. You will create simple Power Apps, connect data with Microsoft Dataverse, build a Power BI Dashboard, automate a process with Power Automate, and build a chatbot with Power Virtual Agents.By the end of this course, you will be able to:

•	Describe the business value of Power Platform 
•	Identify the core components of Power Platform 
•	Demonstrate the capabilities of Power BI 
•	Describe the capabilities of Power Apps 
•	Demonstrate the business value of Power Virtual Agents

Microsoft's Power Platform is not just for programmers and specialist technologists. If you, or the company that you work for, aspire to improve productivity by automating business processes, analyzing data to produce business insights, and acting more effectively by creating simple app experiences or even chatbots, this is the right course to kick-start your career and learn amazing skills.

Microsoft Power Platform Fundamentals will act as a bedrock of fundamental knowledge to prepare you for the Microsoft Certification: Power Platform Fundamentals - PL900 Exam. You will be able to demonstrate your real-world knowledge of the fundamentals of Microsoft Power Platform. 

This course can accelerate your progress and give your career a boost, as you use your Microsoft skills to improve your team’s productivity."
https://www.coursera.org/learn/microsoft-powerpoint-work-smarter,Work Smarter with Microsoft PowerPoint,Information Technology,"How to create, save, and present a basic presentation; apply the basics of formatting; and add multimedia to a presentation
How to create, save, and present a basic presentation; apply the basics of formatting; and add multimedia to a presentation
How to manage slides and presentations
How to manage slides and presentations
How to apply transitions and animations
How to apply transitions and animations
How to insert elements into a presentation
How to insert elements into a presentation","Presentations, Microsoft Windows, Data Visualization, Editing, Multimedia, Microsoft PowerPoint, File Management, Collaborative Software",English,['microsoft'],"This course is intended for learners with some experience using Microsoft Windows, who are seeking to build presentation skills with Microsoft PowerPoint. To be successful in this course you should have an understanding of the basics of using a Windows-based computer. Experience with printing and using a web browser are an asset, but not required.Knowing how to use Microsoft Office products is essential in any professional setting. Whether you want to expand your expertise to apply for a new role, start your own business, or simply develop a new personal skill this course is for you. 

This course is intended to help you get up to speed on many of the different features found in PowerPoint and to become familiar with its more advanced selection of features. You will learn how to create, save, and present a basic presentation; apply the basics of formatting; and add multimedia to a presentation. If you are familiar with PowerPoint’s basic features you can take your skills to the next level. If you are a beginner you will get the opportunity to develop your presentation skills using  PowerPoint. 

By the end of this course, you should be comfortable with customizing the PowerPoint user interface, customizing design templates, implementing media and custom animations in a presentation, using collaboration tools, customizing slide shows in a number of different ways, as well as securing and distributing a presentation.

This course will help you prepare for Exam MO-300: Microsoft PowerPoint (PowerPoint and PowerPoint 2019). You will be able to demonstrate the ability to create and manage presentations, insert and format shapes and slides, create slide content, apply transitions and animations, and manage multiple presentations. You will be able to apply the principal features of PowerPoint and complete tasks independently."
https://www.coursera.org/learn/microsoft-product-design-and-ux-ui-fundamentals,Product Design and UX/UI Fundamentals,Computer Science,,"User Centered Design, Artificial Intelligence, User Story, Prototyping, User Experience, Wireframing, User Research, Design Thinking, Usability Testing, User Interface (UI) Design, Mockups, Responsible AI, User Experience Design, Usability, User Interface (UI)",English,['microsoft'],"Develop the skills to collaborate effectively with design teams and create user-friendly interfaces. This course covers UX/UI principles, wireframing, mockups, and product testing. Learn to apply Microsoft design system guidelines and create enterprise software interfaces. Understand the roles and responsibilities of design team members, apply design thinking principles, and create basic sketches and wireframes. Master key UX/UI principles such as usability, accessibility, and consistency. Learn to analyze the UX/UI design process, create intuitive interfaces, and evaluate existing user interfaces. Construct user stories, employ various product testing techniques, and iterate on designs based on feedback. Design user experiences for AI products, ensuring transparency and ethical considerations.By the end of the course, you will be able to: 
- Collaborate effectively with design teams
-Apply UX/UI principles to create user-friendly interfaces
-Develop wireframes and mockups to visualize design concepts
-Conduct product testing to gather user feedback
-Design intuitive and engaging product experiences
-Apply Microsoft design system guidelines
-Create enterprise software interfaces

A Microsoft 365 license or free trial is needed to complete the course activities."
https://www.coursera.org/learn/microsoft-product-launch-and-post-launch-management,Product Launch and Post-Launch Management,Computer Science,,"Product Quality (QA/QC), Product Management, Cross-Functional Collaboration, Product Marketing, User Feedback, New Product Development, Risk Management, AI Product Strategy, Product Lifecycle Management, Data-Driven Decision-Making, Generative AI, Responsible AI, Key Performance Indicators (KPIs), Product Improvement, Quality Assurance and Control, Sales Strategy, Release Management, Performance Analysis",English,['microsoft'],"Navigate the journey of launching a new product into the market and managing its lifecycle post-launch. This course covers planning successful launches, developing marketing and sales strategies, ensuring product quality, and managing post-launch activities. Learn to execute enterprise software deployments, ensure compliance monitoring, and conduct thorough testing. Develop effective marketing strategies across various channels, create compelling sales strategies, and analyze market feedback. Implement quality assurance and control techniques, monitor product performance using KPIs, and gather customer feedback. Plan and implement product updates and enhancements, and apply data-driven insights to make informed decisions. Learn to utilize generative AI in product management and manage AI product lifecycles, including performance monitoring, iterative updates, and ethical considerations.By the end of the course, you will be able to: 
- - Plan and coordinate a successful product launch.
 - Develop and implement product marketing and sales strategies.
 - Apply quality assurance and control techniques to ensure product quality.
 - Manage the product life cycle post-launch, including updates and improvements.
 - Complete a final project that Explain the ability to launch and manage a product.
-Execute enterprise software deployments
-Ensure compliance monitoring

A Microsoft 365 license or free trial is needed to complete the course activities."
https://www.coursera.org/learn/microsoft-product-strategy-and-roadmapping,Product Strategy and Roadmapping,Computer Science,,"AI Product Strategy, Company, Product, and Service Knowledge, Stakeholder Management, Product Roadmaps, New Product Development, Market Research, Responsible AI, Cloud Platforms, Innovation, Product Management, Product Strategy, Prioritization, User Story, Product Requirements",English,['microsoft'],"Build your experience in the art of developing comprehensive product strategies aligned with business goals and customer needs. This course guides you through generating new product ideas, creating detailed roadmaps, and defining precise product requirements. Learn to incorporate AI and cloud capabilities into your strategies, and apply Microsoft-specific tools and methodologies. Construct visual roadmaps, prioritize features, and estimate effort and resources. Define functional and non-functional requirements, create user stories, and collaborate with development teams. Understand strategic roadmapping for AI-driven products, including risk management and ethical considerations. Additionally, learn stakeholder and change management essentials to effectively manage expectations and resolve conflicts. Complete a final project demonstrating your ability to develop a product strategy and roadmap.By the end of the course, you will be able to: 
- *Generate new product ideas based on market and competitive research.
*Develop a high-level product strategy that aligns with business goals and customer needs.
*Create a detailed product roadmap outlining objectives, milestones, and timelines.
*Define product requirements to guide the development team.
*Complete a final project that demonstrates the ability to develop a product strategy and roadmap.
-Incorporate AI and cloud capabilities into product strategy
-Apply Microsoft-specific tools and methodologies


A Microsoft 365 license or free trial is needed to complete the course activities."
https://www.coursera.org/learn/microsoft-python-programming-fundamentals,Python Programming Fundamentals,Computer Science,,"Data Structures, Program Development, Software Testing, Debugging, Python Programming, Algorithms, Scripting, Programming Principles, Integrated Development Environments, Object Oriented Programming (OOP), Web Development, Jupyter, Git (Version Control System), Scripting Languages, Version Control, GitHub, Computer Programming, Development Environment, Unit Testing",English,['microsoft'],"Description: This course lays the groundwork for your Python programming journey. You'll learn essential Python syntax, data structures, and control flow, while practicing debugging and basic code optimization techniques.Benefits: Gain a solid foundation in Python programming, enabling you to write clean, functional scripts and tackle common programming challenges.

By the end of this course, you'll be able to:

• Write basic Python programs using variables, data types, and operators.
• Implement conditional statements and loops to control program flow.
• Utilize functions and modules to write reusable and organized code.
• Manipulate data using lists, dictionaries, and other data structures.
• Debug code and handle errors effectively.
• Employ Git for version control and create a professional GitHub portfolio.

Tools/Software: Python, Jupyter Notebook, Git, GitHub

This course is for entry-Level professionals looking to build a foundational understanding and experience with Python, while seeking employment as a Python developer. No prior work experience or degree is required."
https://www.coursera.org/learn/microsoft-sc-900-exam-preparation-and-practice,Microsoft SC-900 Exam Preparation and Practice,Information Technology,"Describe the various security, compliance, and identity concepts.
Describe the various security, compliance, and identity concepts.
Describe the capabilities of Microsoft’s identity and access management solutions.
Describe the capabilities of Microsoft’s identity and access management solutions.
Describe the capabilities of Microsoft security and compliance solutions.
Describe the capabilities of Microsoft security and compliance solutions.
NEW [optional] introduction to Generative AI
NEW [optional] introduction to Generative AI","Threat Detection, Security Information and Event Management (SIEM), Azure Active Directory, Cloud Security, Regulatory Compliance, Data Security, Data Governance, Generative AI, Authentications, Identity and Access Management, Multi-Factor Authentication, Role-Based Access Control (RBAC), Microsoft Azure, Network Security, Security Controls, Active Directory, Scenario Testing",English,['microsoft'],"This course helps you practice your exam techniques and refresh your knowledge in all the key areas assessed in the Microsoft-certified Exam SC-900: Microsoft Security Compliance and Identity Fundamentals.You’ll test your knowledge in a series of practice exams mapped to all the main topics covered in the SC-900 exam, ensuring you’re well prepared for certification success. You’ll prepare by taking practice tests with similar formats and content.
 
You’ll also get tips and tricks, testing strategies, and useful resources on how to sign up for the Microsoft SC-900 proctored exam. 

This is also a great way to prepare for the Microsoft SC-900 exam. By passing the SC-900 exam, you’ll earn the Microsoft Security, Compliance, and Identity Fundamentals Certification. Earning a Microsoft Certification is globally recognized evidence of real-world skills. 

After completing this course, you’ll be able to:  

•	Describe the concepts of security, compliance, and identity 
•	Describe the capabilities of Microsoft Azure Active Directory, part of Microsoft Entra 
•	Describe the capabilities of Microsoft Security solutions 
•	Describe the capabilities of Microsoft compliance solutions"
https://www.coursera.org/learn/microsoft-web-development-with-python,Web Development with Python,Computer Science,,"HTML and CSS, Application Security, Object-Relational Mapping, Web Applications, Vue.JS, Databases, Selenium (Software), Cloud Applications, Flask (Web Framework), Back-End Web Development, Collaboration, Microsoft Azure, Full-Stack Web Development, Web Development, Restful API, Front-End Web Development, Secure Coding, JavaScript Frameworks, Application Deployment, Application Programming Interface (API)",English,['microsoft'],"Description: This course provides a comprehensive introduction to building dynamic web applications using Python and the Flask framework. You'll learn how to handle user interactions, work with databases, develop APIs, and deploy secure and reliable web applications.Benefits: Gain the skills and knowledge to build dynamic and interactive web applications using Python, opening doors to exciting career opportunities in web development.

By the end of this course, you'll be able to:

• Understand the fundamentals of web development with HTML, CSS, and JavaScript.
• Build web applications using the Flask framework.
• Work with databases using SQL and ORMs like Flask-SQLAlchemy.
• Develop RESTful APIs for web services.
• Deploy web applications to cloud platforms.
• Implement security measures to protect web applications.

Tools/Software: Python, Flask, HTML, CSS, JavaScript, SQL, Flask-SQLAlchemy, Vue.js

This course is for entry-Level professionals looking to build a foundational understanding and experience with Python, while seeking employment as a Python developer. No prior work experience or degree is required."
https://www.coursera.org/learn/microsoft-word-work-smarter,Work Smarter with Microsoft Word,Information Technology,"How to create and maintain professional-looking reports, multi-column newsletters, résumés, and business correspondence.
How to create and maintain professional-looking reports, multi-column newsletters, résumés, and business correspondence.
How to manage documents and document collaboration
How to manage documents and document collaboration
How to insert and format text and graphic elements
How to insert and format text and graphic elements
How to manage tables and lists
How to manage tables and lists","Web Content Accessibility Guidelines, Writing, Document Management, Computer Literacy, Microsoft Windows, Microsoft 365, Technical Documentation, Editing, Microsoft Word, Collaborative Software, Productivity Software, Microsoft Office",English,['microsoft'],"This course is intended for learners with some experience using Microsoft Windows, who are seeking to build presentation skills with Microsoft Word. To be successful in this course you should have an understanding of the basics of using a Windows-based computer. Experience with printing and using a web browser are an asset, but not required.Knowing how to use Microsoft Office products is essential in any professional setting. Whether you want to expand your expertise to apply for a new role, start your own business, or simply develop a new personal skill this course is for you. 

This course will introduce you to Microsoft 365. You will become familiar with the apps and services included in an Office 365 subscription. If you are familiar with Word’s basic features you can take your skills to the next level. If you are not familiar with Microsoft products or are a beginner you will get the opportunity to develop basic word processing skills. 
 
This course covers the different features of the Word interface, shows you how to create a basic document, and introduces you to Word’s most important tools.

By the end of this course, you should be able to apply the necessary techniques to produce high-quality, professional documents. You will also understand how to create complex documents using tables, charts, references, and various types of illustrations.

This course will help you prepare for Exam MO-100: Microsoft Word (Word and Word 2019). This exam covers the ability to create and maintain professional-looking reports, multi-column newsletters, résumés, and business correspondence. Certification exam candidates are expected to demonstrate the correct application of the principal features of Word and complete tasks independently. You will get an opportunity to hone all these skills in this course."
https://www.coursera.org/learn/microwave-antenna,Microwave engineering and antennas,Physical Science And Engineering,"Module 1: Introduction of the course, including an overview of applications and trends.
Module 1: Introduction of the course, including an overview of applications and trends.
Module 2: Passive microwave circuits, covering transmission-line based  circuits including impedance matching, power combiners, filters.
Module 2: Passive microwave circuits, covering transmission-line based  circuits including impedance matching, power combiners, filters.
Module 3: Antenna theory. This provides an introduction into antenna theory, including phased arrays.
Module 3: Antenna theory. This provides an introduction into antenna theory, including phased arrays.
Module 4: Active microwave circuits. Extension  towards amplifiers, including low-noise amplifiers.
Module 4: Active microwave circuits. Extension  towards amplifiers, including low-noise amplifiers.","Computer-Aided Design, Electrical Engineering, Electronic Systems, Engineering Calculations, Wireless Networks, Engineering Analysis, Engineering Design Process, Telecommunications, Physics, Simulation and Simulation Software, Process Design, Electronics",English,"['~70751400', '~50094936', 'johannsen']","This unique Master-level course provides you with in-depth know-how of microwave engineering and antennas. The course combines both passive and active microwave circuits as well as antenna systems. Future applications, like millimeter-wave 5G/beyond-5G wireless communications or automotive radar, require experts that can co-design highly integrated antenna systems that include both antennas and microwave electronics. We will provide you with the required theoretical foundation as well as hands-on experience using state-of-the-art design tools.The web lectures are supported by many on-line quizzes in which you can practice the background theory. Next to this, we will provide you hands-on experience in a design-challenge in which you will learn how to design microwave circuits and antennas. Throughout the course you will work on the design challenge in which you will design a complete active phased array system, including antennas, beamformers and amplifiers. The course is supported by a book written by the team of lecturers, which will be made available to the students. After finalizing the course a certificate can be obtained (5 ECTS), which can be used when you start a full MSc program at Eindhoven University of Technology. 
The lecturers all have an academic and industrial background and are embedded in the Center for Wireless Technology Eindhoven (CWT/e) of Eindhoven University of Technology, The Netherlands."
https://www.coursera.org/learn/midjourney-for-beginners-step-by-step-ai-art-guide,Midjourney for Beginners: Step-by-Step AI Art Guide,Computer Science,,"Content Creation, Image Quality, Prompt Engineering, Web Applications, Creativity, Generative AI",English,['~186501695'],"Ready to unlock a skill that can open up an entirely new world of creative possibilities? Join instructor Arnold Trinh as he introduces you to the exciting world of AI image generation with Midjourney. Discover how to bring your imagination to life and explore the future of art, where your creativity sets the only limit.With step-by-step instructions and hands-on exercises, you'll learn the basics of this application in no time. This class will guide you through everything you need to know to get started with Midjourney.

Designed to be more than a crash course, it will give you a solid foundation of principles that you can apply to any type of creative endeavor. These lessons are fit for artists and creatives of all levels, from those who are just getting started to those who have years of experience.

In this class, you will learn:
* How to use Midjourney to create AI generated images 
* Tips & Tricks to navigating Midjourney 6 
* How to create the best prompts 
* The different styles of images you can create with Midjourney 

Don't miss out on the opportunity to be a part of the revolutionary world of AI-generated art. With this Midjourney course, you'll learn the latest techniques and technologies in an easy-to-follow format, allowing you to quickly and effectively create stunning, unique pieces of art.

You'll be provided support and inspiration every step of the way as you discover the full potential of AI-generated art. I'm so excited to be your instructor for this course, so let's get started!

Instructor bio:
Arnold Trinh is a content creator and entrepreneur who turned his passion for design and storytelling into a full-time, location-independent career. After leaving his 9-to-5 job as a designer in 2017, Arnold taught himself the fundamentals of building a business from content creation—skills that allowed him to create a sustainable career while traveling the world and filming from destinations like Hawaii, Southeast Asia, and Bali.

With over seven years of experience, Arnold now teaches aspiring creatives how to transform their skills into professional opportunities. His courses focus on practical, actionable steps for building a career in content creation, while encouraging learners to pursue their work on their own terms.

Arnold’s goal is to empower you with the knowledge and confidence to design a lifestyle that balances creativity, freedom, and financial sustainability."
https://www.coursera.org/learn/midjourney-style-guide-ai-art-prompts-for-creatives,Midjourney Style Guide: AI Art Prompts for Creatives,Computer Science,,"Prompt Engineering, Design Elements And Principles, Image Analysis, Style Guides, ChatGPT, Color Theory, Aesthetics, Creative Design, Graphic and Visual Design, Generative AI, Creativity",English,['~186501695'],"Ready to embark on a transformative journey of discovering and honing your AI art style?In this class, join me, Arnold Trinh, and we will discover how to identify and incorporate unique styles into your Midjourney process. Prepare to unlock your creative potential as we explore the art of finding and defining styles. Style can mean many things and it can be overwhelming to think of. Style refers to a certain consistency and cohesion in your work. In sum, we can consider it as a particular way of creative expression. With this class, I want to give you tools so you can start understanding your style and have the skills to control the AI art that you're creating.

In this comprehensive class, we will highlight the step-by-step process of identifying and incorporating styles into your generative prompting workflow. Throughout our journey, we will explore various key aspects, including:

* Understanding the essence of style and its significance
* Analyzing the fundamental elements of style
* Harnessing the power of the /describe command 
* Utilizing color to enhance your artistic vision
* Mastering composition and framing techniques
* Tailoring your chosen art medium
* Creating a consistent style in your AI art generations

Whether you are an artist seeking to experiment with innovative concepts, a devoted fan aiming to create custom artwork, or a marketing professional in need of captivating content with a specific look and feel, this class is made for you. By the end of the class, you will possess the skills to intentionally create art while fine-tuning the outcomes generated by AI.

Don't miss out on the opportunity to be a part of the revolutionary world of AI-generated art. With this Midjourney course, you'll learn the techniques to discover your style and the thought process of how to prompt AI Art, allowing you to quickly and effectively create works of art in your own unique style.

You'll be provided support and inspiration every step of the way as you discover the full potential of style in AI-generated art. I'm so excited to be your instructor for this course, so let's get started!

Instructor bio:
Arnold Trinh is a content creator and entrepreneur who turned his passion for design and storytelling into a full-time, location-independent career. After leaving his 9-to-5 job as a designer in 2017, Arnold taught himself the fundamentals of building a business from content creation—skills that allowed him to create a sustainable career while traveling the world and filming from destinations like Hawaii, Southeast Asia, and Bali.

With over seven years of experience, Arnold now teaches aspiring creatives how to transform their skills into professional opportunities. His courses focus on practical, actionable steps for building a career in content creation, while encouraging learners to pursue their work on their own terms.

Arnold’s goal is to empower you with the knowledge and confidence to design a lifestyle that balances creativity, freedom, and financial sustainability."
https://www.coursera.org/learn/migration-health,Migration and health,Health,,"Health Care, Health Equity, Public Policies, Health Systems, Research, Social Determinants Of Health, Health Policy, Governance, Climate Change Programs, Health Disparities, Policy Analysis, Public Health",English,"['~36578131', '~57358867']","Migration and health is the second instalment of the wider Global Health Challenges and Governance specialisation from Imperial College London's Global Master of Public Health (GMPH). The scope and content of this course has been developed from the ground up by a combined team of academics and practitioners drawing on a wealth of real-world public health experience as well as deep academic knowledge. Through short video lectures, readings and a wide range of interactive activities, learners will be immersed in the intersection of migration and health.Designed for those new to the discipline, over four modules (intended for one week of learning each), learners will become familiar with the relationship between migration and health. Learners will be introduced to key terms and global trends in migrations, the profound impact of crises in non-health sectors on health, and policy instruments addressing migration. By the end of this course, learners will be able to describe international treaties protecting migrants’ right to health and migrant sensitive health systems. Learners will also be able to critically evaluate whether and how their national health system is providing universal health coverage to migrants. 

The subsequent course in this specialisation requires the knowledge from this course, as learners will take a deep dive into climate change by applying their global health analytical skills and knowledge of multilateral policy instruments to this important global health challenge."
https://www.coursera.org/learn/migration-health-equity,"Migration, Health and Equity in Europe",Health,"definitions and legislation surrounding migrants in Europe
definitions and legislation surrounding migrants in Europe
misconceptions about migrants' health
misconceptions about migrants' health
priorities and good practices for protecting and promoting the health of migrants in Europe
priorities and good practices for protecting and promoting the health of migrants in Europe","Data Collection, Social Determinants Of Health, Health Policy, Health Systems, Health Equity, Health Care, Research Methodologies, Cultural Responsiveness, Health Disparities, Community Health, Public Health, Cultural Sensitivity, Research, Epidemiology, Healthcare Ethics",English,"['nirmal-kumar', 'blanchet', 'rosemary-james', 'ragni']","Migration to and within Europe poses particular issues related to ensuring equitable access to healthcare. Throughout this course, you will gain insight into the root causes and types of migration, the current evidence and state of data in the region, examples of good practice, and how migration health can be studied and new evidence generated and translated into policy and practice.The course is specifically aimed at public health practitioners, researchers and policymakers, however, healthcare providers and educators may also find the course very useful.

This course - co-developed with policy, academic, clinical and humanitarian actors - is strongly and uniquely positioned to give you the needed skills and knowledge to build a bridge between research and practice. The course was created with the University of Milan in collaboration with the Lancet Migration European hub and support from the 4EU+ Alliance. This course was based on the Series on Addressing Migration and Health Inequity in Europe published in May 2024 in The Lancet Regional Health - Europe.

The learning objectives of this MOOC are fourfold:
1. To understand the typology of migration and forced displacement to and within Europe and the potential effects on health
2. To be aware of the systemic barriers to accessing health services and healthcare facing refugee and migrant populations in Europe
3. To identify good practices for promoting health and access to health services and healthcare for refugee and migrant populations
4. To explain and analyse the ethical challenges surrounding evidence generation for refugee and migrant health

We hope that this course will change your perspectives and improve your knowledge and, ultimately, make your work more evidence-based and equitable for migrants, refugees and other displaced populations.

Enjoy!"
https://www.coursera.org/learn/military-transition,Making Your Military Transition a Transformation,Personal Development,,"Resilience, Goal Setting, Personal Development, Self-Awareness, Professional Development, Decision Making, Community Development, Entrepreneurship, Planning, Professional Networking, Growth Mindedness, Interviewing Skills, Adaptability",English,['~12068692'],"Transitioning from the military can be an unsettled and challenging time. This course will help transitioning military members, and their spouses, transform their post-military experience by designing the life they truly want. In this course we will talk about common transition pitfalls and walk you through the process of analyzing your personal motivations,  prioritizing your career pursuits, and creating a career journey map. You will also evaluate your personal priorities, learn to utilize your network effectively, and select the best opportunities for employment and growth for you.This course is built in partnership with Coursera and the USO Pathfinder Transition Program. The USO Pathfinder Program extends the USO experience to active duty, Reserve, National Guard, and military spouses by offering professional development services throughout the duration of the service member or military spouse’s career, as well as when they transition out of the military and settle into their new communities. As part of the program, USO Transition Specialists help you develop a personalized Action Plan while also helping you take full advantage of services and resources that are the best fit for you. Throughout this course, we'll share USO Pro Tips to highlight key points that'll help accelerate your transformation.

No matter where you are in your transition process, this course will help you ease the transition and accelerate your transformation by assisting you in focusing your efforts and creating a plan that works for you. By the time you finish this course you will have a plan to make your military transition a transformation."
